"url","published_date","author","title","text"
"https://www.huffpost.com/entry/kevin-spacey-piano-man_n_6403834",NA,NA,NA,NA
"https://www.huffpost.com/entry/thomas-piketty-legion-of-honor_n_6403790",NA,NA,NA,NA
"https://www.huffpost.com/entry/top-10-busts-customs-and-border-protection_n_6391148",NA,NA,NA,NA
"https://www.huffpost.com/entry/news-bloopers-2014-was-a-glorious-year-for-tv_n_6401564",NA,NA,NA,NA
"https://www.huffpost.com/entry/blue-hole-maya_n_6390872",NA,NA,NA,NA
"https://www.huffpost.com/entry/reading-challenges_n_6401738",NA,NA,NA,NA
"https://www.huffpost.com/entry/carrots-see-better-science-video_n_6391610",NA,NA,NA,NA
"https://www.huffpost.com/entry/beauty-tips-for-hangover_n_6403686",NA,NA,NA,NA
"https://www.huffpost.com/entry/raza-humana-24-fotos-conmovedoras_n_6391194",NA,NA,NA,NA
"https://www.huffpost.com/entry/ellen-adarna-entrenamiento-video_n_6398110",NA,NA,NA,NA
"https://www.huffpost.com/entry/joseph-gordon-levitt-married_n_6403616",NA,NA,NA,NA
"https://www.huffpost.com/entry/julia-gunthel-mujer-elastica_n_6393212",NA,NA,NA,NA
"https://www.huffpost.com/entry/salud-bienestar-2015_n_6400392",NA,NA,NA,NA
"https://www.huffpost.com/entry/things-to-stop-caring-about-in-2015_n_6390470",NA,NA,NA,NA
"https://www.huffpost.com/entry/maryland-death-row_n_6403288",NA,NA,NA,NA
"https://www.huffpost.com/entry/dzhokhar-tsarnaev_n_6403230",NA,NA,NA,NA
"https://www.huffpost.com/entry/jeb-bush-severs-ties-to-m_n_6402724",NA,NA,NA,NA
"https://www.huffpost.com/entry/anti-de-blasio-banner_n_6402438",NA,NA,NA,NA
"https://www.huffpost.com/entry/pope-francis-audience-2014_n_6402284",NA,NA,NA,NA
"https://www.huffpost.com/entry/north-korea-sanctions_n_6408348",NA,NA,NA,NA
"https://www.huffpost.com/entry/game-of-thrones-special-hbo_n_6408306",NA,NA,NA,NA
"https://www.huffpost.com/entry/neill-blomkamp-secret-alien-project_n_6407836",NA,NA,NA,NA
"https://www.huffpost.com/entry/madonna-rebel-heart-nelson-mandela-mlk_n_6407902",NA,NA,NA,NA
"https://www.huffpost.com/entry/georgia-police-chiefs-wife-heard-moaning-on-911-call-after-he-shot-her_n_5b563108e4b00e8c8eb73a3c",NA,NA,NA,NA
"https://www.huffpost.com/entry/anderson-cooper-piers-morgan-takes-jabs-during-new-years_n_6407670",NA,NA,NA,NA
"https://www.huffpost.com/entry/anderson-cooper-takes-shots-at-piers-morgan_n_5b5638bfe4b0169b6e70c936",NA,NA,NA,NA
"https://www.huffpost.com/entry/ricky-martin-fin-de-ano-puerto-rico_n_6407900",NA,NA,NA,NA
"https://www.huffpost.com/entry/william-mccollom_n_6407880",NA,NA,NA,NA
"https://www.huffpost.com/entry/milad-an-nabi-2015_n_6407734",NA,NA,NA,NA
"https://www.huffpost.com/entry/judd-apatow-simpsons-script_n_6407736",NA,NA,NA,NA
"https://www.huffpost.com/entry/jarrod-shanahan_n_6407664",NA,NA,NA,NA
"https://www.huffpost.com/entry/jj-watt-nfl-mvp-candidates_n_6407666",NA,NA,NA,NA
"https://www.huffpost.com/entry/obama-north-korea-sanctions_n_6407712",NA,NA,NA,NA
"https://www.huffpost.com/entry/113th-congress-ends_n_6407624",NA,NA,NA,NA
"https://www.huffpost.com/entry/dirty-thoughts-memory-ed-cooke_n_6400870",NA,NA,NA,NA
"https://www.huffpost.com/entry/nyt-diversity-public-editor-tackles-issue-in-hopes-and-dreams_n_6401982",NA,NA,NA,NA
"https://www.huffpost.com/entry/flying-coach-horror-movie-trailer-video_n_6407170",NA,NA,NA,NA
"https://www.huffpost.com/entry/humiliating-attack-video-posted-on-facebook_n_5b4f3e07e4b01e373aabe1ef",NA,NA,NA,NA
"https://www.huffpost.com/entry/abc-news-testify-former-correspondent-terrorism-trial_n_6406836",NA,NA,NA,NA
"https://www.huffpost.com/entry/ohio-state-alabama-experts-espn_n_6407270",NA,NA,NA,NA
"https://www.huffpost.com/entry/baylor-kicker-hit-tweet-alive_n_6406944",NA,NA,NA,NA
"https://www.huffpost.com/entry/ben-carson-2016_n_6407242",NA,NA,NA,NA
"https://www.huffpost.com/entry/ant-man-teaser-preview_n_6407264",NA,NA,NA,NA
"https://www.huffpost.com/entry/quadrantid-meteor-shower-2015_n_6407114",NA,NA,NA,NA
"https://www.huffpost.com/entry/4-things-that-were-suppos_n_6407258",NA,NA,NA,NA
"https://www.huffpost.com/entry/steve-scalise-and-the-rig_n_6407192",NA,NA,NA,NA
"https://www.huffpost.com/entry/revlon-ceo-racist_n_6407178",NA,NA,NA,NA
"https://www.huffpost.com/entry/maria-blaisse_n_6392504",NA,NA,NA,NA
"https://www.huffpost.com/entry/2014-box-office_n_6407012",NA,NA,NA,NA
"https://www.huffpost.com/entry/bomberos-animales-calendario-2015_n_6407138",NA,NA,NA,NA
"https://www.huffpost.com/entry/boxeo-mejores-arenas_n_6369762",NA,NA,NA,NA
"https://www.huffpost.com/entry/rose-parade-sikh-float_n_6406734",NA,NA,NA,NA
"https://www.huffpost.com/entry/obama-nativist-trend-coul_n_6407100",NA,NA,NA,NA
"https://www.huffpost.com/entry/ejercicio-resoluciones-ano-nuevo_n_6407058",NA,NA,NA,NA
"https://www.huffpost.com/entry/david-duke-steve-scalise_n_6406844",NA,NA,NA,NA
"https://www.huffpost.com/entry/fruit-allergies-vegetables_n_6406984",NA,NA,NA,NA
"https://www.huffpost.com/entry/barb-jungr-54-below_n_6403984",NA,NA,NA,NA
"https://www.huffpost.com/entry/harry-reid-injured_n_6406716",NA,NA,NA,NA
"https://www.huffpost.com/entry/india-police-muslim-drills_n_6406648",NA,NA,NA,NA
"https://www.huffpost.com/entry/nyc-labor-may-break-with-_n_6406662",NA,NA,NA,NA
"https://www.huffpost.com/entry/belizes-blue-hole-can-help-crack-the-mystery-of-ancient-maya_n_5b4f6ef9e4b086092477071e",NA,NA,NA,NA
"https://www.huffpost.com/entry/nfl-playoffs-salary-players_n_6406548",NA,NA,NA,NA
"https://www.huffpost.com/entry/joyas-turisticas-mexico_n_6406570",NA,NA,NA,NA
"https://www.huffpost.com/entry/horoscopo-amor-2015_n_6400752",NA,NA,NA,NA
"https://www.huffpost.com/entry/daily-meditation_n_6398514",NA,NA,NA,NA
"https://www.huffpost.com/entry/hallie-thomas_n_6406150",NA,NA,NA,NA
"https://www.huffpost.com/entry/us-advisers-in-iraq_n_6405266",NA,NA,NA,NA
"https://www.huffpost.com/entry/shanghai-new-years-eve-stampede_n_6405184",NA,NA,NA,NA
"https://www.huffpost.com/entry/airasia-black-box-search_n_6405020",NA,NA,NA,NA
"https://www.huffpost.com/entry/oregon-florida-state-rose-playoff_n_6404976",NA,NA,NA,NA
"https://www.huffpost.com/entry/mario-cuomo-dead-dies_n_6404924",NA,NA,NA,NA
"https://www.huffpost.com/entry/sam-brownbacks-terrible-h_n_6411252",NA,NA,NA,NA
"https://www.huffpost.com/entry/stress-eating_n_6410716",NA,NA,NA,NA
"https://www.huffpost.com/entry/leo_n_60fab47ce4b0943111fbbd59",NA,NA,NA,NA
"https://www.huffpost.com/entry/ariana_n_60fab47ce4b0943111fbbd55",NA,NA,NA,NA
"https://www.huffpost.com/entry/macklemore-pregnancy-video_n_6410888",NA,NA,NA,NA
"https://www.huffpost.com/entry/the-senates-46-democrats-_n_6410894",NA,NA,NA,NA
"https://www.huffpost.com/entry/steve-irwin-bit-snake_n_6410708",NA,NA,NA,NA
"https://www.huffpost.com/entry/idina-menzel-and-taye-diggs-divorce_n_6410594",NA,NA,NA,NA
"https://www.huffpost.com/entry/kim-yo-jong-marries_n_6410304",NA,NA,NA,NA
"https://www.huffpost.com/entry/white-house-press-hawaii_n_6410562",NA,NA,NA,NA
"https://www.huffpost.com/entry/the-voice-kim-jong-un_n_60fab47ce4b0943111fbbd50",NA,NA,NA,NA
"https://www.huffpost.com/entry/mad-about-the-60s--goldfinger-at-50-and-beyond_b_6410468",NA,NA,NA,NA
"https://www.huffpost.com/entry/story_n_6410442",NA,NA,NA,NA
"https://www.huffpost.com/entry/elders-react-kim-kardashian_n_6410336",NA,NA,NA,NA
"https://www.huffpost.com/entry/diet-food-lovers_n_6410388",NA,NA,NA,NA
"https://www.huffpost.com/entry/you-need-more-sleep_n_6396968",NA,NA,NA,NA
"https://www.huffpost.com/entry/downton_n_60fab47be4b0943111fbbd4c",NA,NA,NA,NA
"https://www.huffpost.com/entry/central-park-five-myth_n_6410296",NA,NA,NA,NA
"https://www.huffpost.com/entry/idina-menzel-let-it-go-new-years-eve_n_6410118",NA,NA,NA,NA
"https://www.huffpost.com/entry/otis-j-jail_n_6410258",NA,NA,NA,NA
"https://www.huffpost.com/entry/tamales-cocaina-droga-entrar-estados-unidos_n_6410144",NA,NA,NA,NA
"https://www.huffpost.com/entry/vogue-dunn-fashion-race_n_6410224",NA,NA,NA,NA
"https://www.huffpost.com/entry/culpa-placer_n_6410214",NA,NA,NA,NA
"https://www.huffpost.com/entry/marilyn-monroes-1955-new-years-resolutions-posted-online_n_5b57b810e4b0cf38668fb345",NA,NA,NA,NA
"https://www.huffpost.com/entry/david-attenborough-humans_n_6397644",NA,NA,NA,NA
"https://www.huffpost.com/entry/woman-voice_n_6391848",NA,NA,NA,NA
"https://www.huffpost.com/entry/horoscopos-dinero-2015_n_6408476",NA,NA,NA,NA
"https://www.huffpost.com/entry/mejores-playas-caribe_n_6408328",NA,NA,NA,NA
"https://www.huffpost.com/entry/aweism-phil-zuckerman_n_6408000",NA,NA,NA,NA
"https://www.huffpost.com/entry/mario-cuomo-catholic_n_6408420",NA,NA,NA,NA
"https://www.huffpost.com/entry/gop-states-gov-plan_n_6409330",NA,NA,NA,NA
"https://www.huffpost.com/entry/ismaaiyl-brinsley-life_n_6409326",NA,NA,NA,NA
"https://www.huffpost.com/entry/airasia-search-large-obje_n_6409140",NA,NA,NA,NA
"https://www.huffpost.com/entry/gun-control-state-ballots_n_6408932",NA,NA,NA,NA
"https://www.huffpost.com/entry/teacher-education-school-closures_n_6401316",NA,NA,NA,NA
"https://www.huffpost.com/entry/jameis-winston-memes-fumble_n_6408596",NA,NA,NA,NA
"https://www.huffpost.com/entry/zoe-saldana-twin-boys_n_6311388",NA,NA,NA,NA
"https://www.huffpost.com/entry/wall-streets-back_n_6413986",NA,NA,NA,NA
"https://www.huffpost.com/entry/story_n_6413946",NA,NA,NA,NA
"https://www.huffpost.com/entry/hombre-brasil-cuchillo-craneo_n_6413612",NA,NA,NA,NA
"https://www.huffpost.com/entry/hayden-panettiere-baby_n_6413710",NA,NA,NA,NA
"https://www.huffpost.com/entry/kaley-cuoco-feminism_n_6413552",NA,NA,NA,NA
"https://www.huffpost.com/entry/-n_n_6110dc83e4b0c379b9729a39",NA,NA,NA,NA
"https://www.huffpost.com/entry/sofia-vergara-cheers-on-t_n_6413366",NA,NA,NA,NA
"https://www.huffpost.com/entry/obama-stuart-scott_n_6413324",NA,NA,NA,NA
"https://www.huffpost.com/entry/rihanna-bikini_n_6413200",NA,NA,NA,NA
"https://www.huffpost.com/entry/espn-stuart-scott-tribute-video_n_6413076",NA,NA,NA,NA
"https://www.huffpost.com/entry/foto-joven-italiano-abuela-alzheimer-facebook_n_6413136",NA,NA,NA,NA
"https://www.huffpost.com/entry/cat-lands-on-feet_n_6413142",NA,NA,NA,NA
"https://www.huffpost.com/entry/wtfark_n_6413160",NA,NA,NA,NA
"https://www.huffpost.com/entry/-n_n_5bb318cbe4b0480ca664e2a9",NA,NA,NA,NA
"https://www.huffpost.com/entry/chuck-schumer-keystone-pipeline_n_6413004",NA,NA,NA,NA
"https://www.huffpost.com/entry/famosos-sorprendidos-infraganti-recibiendo-2015_n_6412980",NA,NA,NA,NA
"https://www.huffpost.com/entry/lea-michele-bikini-photos_n_6411444",NA,NA,NA,NA
"https://www.huffpost.com/entry/chuck-schumer-says-keystone-pipeline-will-be-more-of-a-jobs-bill_n_5b572e4ce4b01e373aac1d46",NA,NA,NA,NA
"https://www.huffpost.com/entry/jessica-simpson-daughter-adorable_n_6412978",NA,NA,NA,NA
"https://www.huffpost.com/entry/lebron-james-stuart-scott-tribute_n_6413010",NA,NA,NA,NA
"https://www.huffpost.com/entry/-n_n_5bb318cae4b0480ca664e282",NA,NA,NA,NA
"https://www.huffpost.com/entry/stuart-scott-muere-muerte-fallece-cancer_n_6412946",NA,NA,NA,NA
"https://www.huffpost.com/entry/mia-love-wants-steve-scalise-to-keep-leadership-position_n_5b570118e4b086f60991c6bb",NA,NA,NA,NA
"https://www.huffpost.com/entry/the-most-dangerous-states_0_n_6412880",NA,NA,NA,NA
"https://www.huffpost.com/entry/preocupaciones-padres-2015_n_6412824",NA,NA,NA,NA
"https://www.huffpost.com/entry/tara-reid-nude_n_6412828",NA,NA,NA,NA
"https://www.huffpost.com/entry/kim-kardashian-love-magazine_n_6411400",NA,NA,NA,NA
"https://www.huffpost.com/entry/pets-children-autism_n_6396348",NA,NA,NA,NA
"https://www.huffpost.com/entry/full-size-antman-teaser_n_6412760",NA,NA,NA,NA
"https://www.huffpost.com/entry/rosamund-pike-post-pregnancy_n_6412748",NA,NA,NA,NA
"https://www.huffpost.com/entry/fitness-myths-busted_n_6407016",NA,NA,NA,NA
"https://www.huffpost.com/entry/gop-looks-to-courts-to-ro_n_6412730",NA,NA,NA,NA
"https://www.huffpost.com/entry/mafia-betray-gospel-bishops_n_6407956",NA,NA,NA,NA
"https://www.huffpost.com/entry/ravens-steelers-nfl-playoffs-wild-card_n_6411880",NA,NA,NA,NA
"https://www.huffpost.com/entry/mike-huckabee-leaves-fox-2016_n_6411368",NA,NA,NA,NA
"https://www.huffpost.com/entry/mike-huckabee-big-announcement_n_6411282",NA,NA,NA,NA
"https://www.huffpost.com/entry/government-spending-rebound_n_6404650","2015-01-01T22:14:52Z","Kelly Chen","After Years Of Cuts, Government Spending Is Starting To Rebound | HuffPost Latest News","NAPLES, Fla. — For a long stretch, government spending cutbacks at all levels were a substantial drag on economic growth. Now, finally, relief is in sight. For the first time since 2011, local, state and federal governments are providing a small but significant increase to prosperity. “There’s not a lot of positive contribution coming from the government sector, but when you’re talking about economic growth, less of a negative is a positive,” said Chris Varvares, senior managing director and co-founder of Macroeconomic Advisers. Read more on New York Times"
"https://www.huffpost.com/entry/taylor-swift-gifts_n_6404580","2015-01-01T22:08:42Z","Bill Bradley","Taylor Swift Brings Fans To Tears With Surprise Gifts | HuffPost Entertainment","Merry Swiftmas! A new album wasn't the only gift Taylor Swift gave her fans in 2014. The singer's latest YouTube video recaps how she surprised her Swifties by creeping on their social media profiles and using that info to get them gifts for the holidays. Swift's surprises, which included personally delivering some of the gifts, left her fans in disbelief and brought many to tears. Get your tissues ready ..."
"https://www.huffpost.com/entry/arab-world-movies_n_6396484","2015-01-01T21:19:31Z",NA,"10 Must-See Movies From The Arab World You Should Watch In 2015 | HuffPost Entertainment","There is nothing better than a good movie to start the New Year. Following the success of the Carthage Festival, the Festival of Algiers and the Marrakech Festival, emerging film festivals in Maghreb and the Middle East have seen great success in the past few years. More local cinema productions have appeared in the Arab world’s film industry, which has resulted in significant media and public interest in movies from the region throughout the world. In spite of the revolutions, the sometimes slow democratic transitions, and the persistent dictatorships in Arab countries, 2014 was a year rich in movies. Below, Huffpost Tunisia invites you to go through a small selection of must-see Arab movies released in 2014 that should be part of your screening queue in 2015. This post originally appeared on HuffPost Tunisia and was translated into English."
"https://www.huffpost.com/entry/young-photographers-photo_n_6391900","2015-01-01T21:16:41Z",NA,"31 Photographs That Will Show You The Future of Photography | HuffPost Entertainment","How does a photographer get ahead in a world of images? More specifically, how do young photographers “make it” amid all the chaos? One way is through Foam, an important center of photography in Amsterdam that has been giving out annual awards for young talent over the past seven years. This year, from a pool of 1,473 candidates across 71 countries, 21 artists have been selected. For the winners, it’s an invaluable opportunity for professional growth. Their work is touring the world: first Amsterdam, then Paris; now, at the East Wing Gallery in Dubai, until January 10th. Foam’s goal is not only to make these promising artists known to the world but also to reflect on how photography in general is changing. As we look at the winners’ work, it becomes evident that the relationship between photography and contemporary art is getting stronger and stronger. Some examples? Take the Japanese duo Nerhol, who create portraits of people by using overlapping sheets. While they seem to be digital images, they’re actually deeply unique 3D creations. Or the Canadian Émilie Régnier, who went to Africa to tell the story of the lives of young Africans who are reckoning with their future. Then there are David Lynch’s disturbing scenes, which have inspired Johnny Briggs. The latter has created some panoramas or characters with semi-human aspects quite troubling to the viewer. Yoshinori Mizutani's spectacularly direct, intimate photography reveals tiny parrots scattered throughout the sky of Tokyo. And no one's ever had closer contact with the most affluent social classes of Beijing than Charles-Henry Bédué, who dives into the realm of clothes, shoes, purses, cell phones and food, all of which are becoming symbols of power in the country. Behold, 31 photographs that will show you the future of photography. This post originally appeared on The Huffington Post Italy and was translated into English."
